Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E;ano
educacao;alimentacao e nutricao;alimentacao escolar saudavel;alimentacao nas escolas;alimentacao nas escolas;6103000.0;5965599.04;5682463.24;5367715.46;5367715.46;94.46;2020
educacao;difusao cultural;promocao e divulgacao das acoes educacionais;promocao de eventos educacionais;promocao de eventos educacionais;615000.0;25330.0;22520.0;22520.0;22520.0;100.0;2020
educacao;educacao de jovens e adultos;jovens e adultos na escola;manutencao e desenvolvimento da educacao de jovens e adultos;manutencao e desenvolvimento da educacao de jovens e adultos;3179000.0;2979570.0;2970457.96;2970457.96;2970457.96;100.0;2020
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;105000.0;0.0;0.0;0.0;0.0;0.0;2020
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;manutencao e desenvolvimento da educacao especial;manutencao e desenvolvimento da educacao especial;4174300.0;2539200.0;2537810.0;2537810.0;2537810.0;100.0;2020
educacao;educacao infantil;educacao infantil cidada;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;60000.0;0.0;0.0;0.0;0.0;0.0;2020
educacao;educacao infantil;educacao infantil cidada;manutencao e desenvolvimento da educacao infantil;manutencao e desenvolvimento da educacao infantil;6591000.0;7832663.0;7732703.63;7712959.75;7653761.35;98.98;2020
educacao;educacao infantil;educacao infantil cidada;manutencao e desenvolvimento da educacao infantil   creche;manutencao e desenvolvimento da educacao infantil   creche;3111700.0;899510.0;895862.71;710862.73;710862.73;79.35;2020
educacao;ensino fundamental;ensino fundamental de qualidade;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;23304000.0;918338.0;918336.2;437810.98;437810.98;47.67;2020
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao adicional do fundeb para o previpaulista;contribuicao adicional do fundeb para o previpaulista;1000.0;0.0;0.0;0.0;0.0;0.0;2020
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao patronal do fundeb para o previpaulista;contribuicao patronal do fundeb para o previpaulista;13796600.0;16206270.0;16194769.11;16194769.11;16194769.11;100.0;2020
educacao;ensino fundamental;ensino fundamental de qualidade;encargos com vale transportes dos servidores do ensino fundamental;encargos com vale transportes dos servidores do ensino fundamental;4426800.0;556400.0;556400.0;554644.08;554403.28;99.64;2020
educacao;ensino fundamental;ensino fundamental de qualidade;manutencao e desenvolvimento do ensino fundamental;manutencao e desenvolvimento do ensino fundamental;115396600.0;118632409.0;98882573.84;93477139.79;93272326.81;94.33;2020
educacao;outros encargos especiais;apoio administrativo as acoes de secretaria de educacao;contribuicao adicional da secretaria fundo municipal de educacao para o previpaulista;contribuicao adicional da secretaria fundo municipal de educacao para o previpaulista;5700.0;0.0;0.0;0.0;0.0;0.0;2020
educacao;protecao e beneficios ao trabalhador;apoio administrativo as acoes de secretaria de educacao;encargos com vale transporte para os servidores da secretaria fundo municipal de educacao;encargos com vale transporte para os servidores da secretaria fundo municipal de educacao;98700.0;43700.0;32363.27;32363.27;32363.27;100.0;2020
encargos especiais;outros encargos especiais;apoio administrativo as acoes da camara municipal;contribuicao patronal da camara de vereadores para a previpaulista;contribuicao patronal da camara de vereadores para a previpaulista;620000.0;603000.0;602715.6;602715.6;602715.6;100.0;2020
encargos especiais;outros encargos especiais;apoio administrativo as acoes de secretaria de infraestrutura;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;11000.0;252440.0;10321.4;10321.4;10321.4;100.0;2020
encargos especiais;outros encargos especiais;apoio aos compromisso de divida;contribuicao para o pasep;contribuicao para o pasep;5200000.0;6526000.0;6525990.85;6137690.85;6133838.25;93.99;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;apoio a orgaos governamentais;apoio a orgaos governamentais;21300.0;0.0;0.0;0.0;0.0;0.0;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;auxilio transporte para os servidores da prefeitura;auxilio transporte para os servidores da prefeitura;3659900.0;1783350.0;1768682.61;1768009.92;1764922.15;99.79;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;contribuicao adicional da prefeitura ao previ paulista;contribuicao adicional da prefeitura ao previ paulista;6000.0;0.0;0.0;0.0;0.0;0.0;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;contribuicao patronal da perfeitura ao previ paulista;contribuicao patronal da perfeitura ao previ paulista;10093100.0;12839420.0;12839413.08;12839413.08;12839413.08;100.0;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;diversos encargos administrativos;diversos encargos administrativos;1188500.0;1633800.0;1531903.85;1401527.3;1401527.3;91.49;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com obrigacoes patronais;encargos com obrigacoes patronais;4166000.0;3793580.0;3793568.56;3428040.04;3191307.71;84.12;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com pessoal a disposicao de diversos orgaos;encargos com pessoal a disposicao de diversos orgaos;4652200.0;5505120.0;5505109.01;5505109.01;5505109.01;100.0;2020
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;60000.0;2667210.0;2666961.87;2316195.07;2122332.92;79.58;2020
encargos especiais;protecao e beneficios ao trabalhador;apoio administrativo as acoes da camara municipal;encargos com auxilio transporte para os servidores da camara de vereadores;encargos com auxilio transporte para os servidores da camara de vereadores;92000.0;63000.0;62086.54;62086.54;62086.54;100.0;2020
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com a previ paulista;parcelamento de debitos com a previ paulista;3000.0;0.0;0.0;0.0;0.0;0.0;2020
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o fgts;parcelamento de debitos com o fgts;6000.0;0.0;0.0;0.0;0.0;0.0;2020
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o inss;parcelamento de debitos com o inss;1344000.0;3406840.0;3403699.66;3403699.66;3403699.66;100.0;2020
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o pasep;parcelamento de debitos com o pasep;400000.0;256400.0;253783.92;253783.92;253783.92;100.0;2020
encargos especiais;servico da divida interna;apoio aos compromisso de divida;encargos com a divida publica;encargos com a divida publica;4127000.0;768710.0;733999.81;733999.81;733999.81;100.0;2020
gestao ambiental;controle ambiental;drenagem urbana;construcao e ou recuperacao de obras de micro e macrodrenagem;construcao e ou recuperacao de obras de micro e macrodrenagem;3053000.0;4033330.0;1025326.29;1025326.29;1025326.29;100.0;2020
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;apoio as acoes de desenvolvimento sustentavel;apoio as acoes de desenvolvimento sustentavel;66700.0;0.0;0.0;0.0;0.0;0.0;2020
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;licenciamento e gestao da destinacao de residuos solidos;licenciamento e gestao da destinacao de residuos solidos;41100.0;0.0;0.0;0.0;0.0;0.0;2020
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;gestao e preservacao do meio ambiente;gestao e preservacao do meio ambiente;1958200.0;2108280.0;2108170.33;2108170.33;2108170.33;100.0;2020
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;manutencao da sementeira;manutencao da sementeira;19400.0;30.0;0.0;0.0;0.0;0.0;2020
gestao ambiental;recuperacao de areas degradadas;contencao das encostas;obras de protecao de encostas;obras de protecao de encostas;5050000.0;3383670.0;194764.02;158611.34;158611.34;81.44;2020
gestao ambiental;recuperacao de areas degradadas;valorizacao da orla do paulista;obras de protecao litoranea contra o avanco do mar;obras de protecao litoranea contra o avanco do mar;260000.0;0.0;0.0;0.0;0.0;0.0;2020
habitacao;administracao geral;apoio administrativo as acoes de secretaria de desenvolvimento urbano e habitacao;apoio administrativo a promocao da politica habitacional do municipio;apoio administrativo a promocao da politica habitacional do municipio;85000.0;50480.0;50477.51;44258.95;44258.95;87.68;2020
habitacao;habitacao rural;melhoria de moradia para a populacao de baixa renda;regularizacao de assentamentos habitacionais;regularizacao de assentamentos habitacionais;13000.0;0.0;0.0;0.0;0.0;0.0;2020
habitacao;habitacao urbana;habitacao com qualidade;promocao da politica habitacional do municipio;promocao da politica habitacional do municipio;15500.0;0.0;0.0;0.0;0.0;0.0;2020
habitacao;habitacao urbana;melhoria de moradia para a populacao de baixa renda;projetos  construcoes e reformas de predios caixoes;projetos  construcoes e reformas de predios caixoes;150000.0;0.0;0.0;0.0;0.0;0.0;2020
habitacao;planejamento e orcamento;gestao das politicas habitacionais do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;25000.0;0.0;0.0;0.0;0.0;0.0;2020
industria;promocao industrial;estimulo ao desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;40000.0;0.0;0.0;0.0;0.0;0.0;2020
legislativa;acao legislativa;gestao legislativa eficaz;acoes legislativas;acoes legislativas;3185800.0;2948800.0;2944276.0;2944276.0;2944276.0;100.0;2020
legislativa;acao legislativa;gestao legislativa eficaz;manutencao da escola do legislativo;manutencao da escola do legislativo;10000.0;0.0;0.0;0.0;0.0;0.0;2020
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;gestao administrativa da camara de vereadores;gestao administrativa da camara de vereadores;10409600.0;12830600.0;12818572.01;12802111.36;12802111.36;99.87;2020
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;informatizacao dos processos administrativos da camara de vereadores;informatizacao dos processos administrativos da camara de vereadores;75000.0;60000.0;60000.0;60000.0;60000.0;100.0;2020
legislativa;administracao geral;gestao legislativa eficaz;reforma e ampliacao das dependencias da camara municipal;reforma e ampliacao das dependencias da camara municipal;40000.0;0.0;0.0;0.0;0.0;0.0;2020
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previpaulista;direcao e gestao administrativa das acoes do instituto do previpaulista   fundo financeiro;direcao e gestao administrativa das acoes do instituto do previpaulista   fundo financeiro;3052600.0;2771780.0;2642722.1;2642722.1;2629919.61;99.52;2020
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previpaulista;direcao e gestao administrativa das acoes do instituto do previpaulista   fundo previdenciario;direcao e gestao administrativa das acoes do instituto do previpaulista   fundo previdenciario;5000.0;1000.0;347.02;347.02;347.02;100.0;2020
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previpaulista;implantacao da sede propria do previpaulista;implantacao da sede propria do previpaulista;30000.0;0.0;0.0;0.0;0.0;0.0;2020
previdencia social;assistencia comunitaria;gestao das acoes do instituto de previdencia previpaulista;gestao social do previpaulista;gestao social do previpaulista;50000.0;7640.0;7632.0;7632.0;7632.0;100.0;2020
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;5181000.0;5136950.0;5136944.19;5136944.19;5136944.19;100.0;2020
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;45504000.0;52578310.0;52578285.07;52578285.07;52578285.07;100.0;2020
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;5104800.0;5476190.0;5476184.44;5476184.44;5476184.44;100.0;2020
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;22217300.0;23263880.0;23263865.83;23263865.83;23263865.83;100.0;2020
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo previdenciario;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo previdenciario;225000.0;0.0;0.0;0.0;0.0;0.0;2020
reserva de contingencia;reserva de contigencia;reserva de contingencia;reserva do regime proprio de previdencia do servidor;reserva do regime proprio de previdencia do servidor;10263000.0;2396950.0;0.0;0.0;0.0;0.0;2020
reserva de contingencia;reserva de contingencia;reserva de contingencia;reserva de contigencia;reserva de contigencia;4000000.0;0.0;0.0;0.0;0.0;0.0;2020
saneamento;saneamento basico urbano;saneamento e vida;implantacao e ampliacao de obras de saneamento;implantacao e ampliacao de obras de saneamento;100000.0;0.0;0.0;0.0;0.0;0.0;2020
saude;administracao geral;aperfeicoamento da atencao especializada em saude;enfrentamento da emergencia covid 19;enfrentamento da emergencia covid 19;0.0;7294640.0;6988499.8;6599440.98;6595156.98;94.37;2020
saude;administracao geral;aprimoramento da gestao sus e do controle social;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;346000.0;406070.0;406054.57;364918.91;364918.91;89.87;2020
saude;administracao geral;aprimoramento da gestao sus e do controle social;fortalecimento do controle social das politicas de saude;fortalecimento do controle social das politicas de saude;114000.0;8370.0;8325.0;4022.41;4022.41;48.32;2020
saude;administracao geral;aprimoramento da gestao sus e do controle social;gestao administrativa das acoes do fundo municipal de saude;gestao administrativa das acoes do fundo municipal de saude;9598000.0;10852510.0;10841668.65;10097601.77;10091895.77;93.08;2020
saude;administracao geral;aprimoramento da gestao sus e do controle social;regularizacao de saldos de recursos de convenios e programas de saude;regularizacao de saldos de recursos de convenios e programas de saude;30000.0;30000.0;0.0;0.0;0.0;0.0;2020
saude;administracao geral;gestao das politicas de saude do municipio;direcao  supervisao e coordenacao das acoes da saude;direcao  supervisao e coordenacao das acoes da saude;2000.0;0.0;0.0;0.0;0.0;0.0;2020
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;desenvolvimento e qualificacao da rede especializada propria de saude;desenvolvimento e qualificacao da rede especializada propria de saude;25125000.0;30463188.9;28776761.99;27386546.94;27096144.16;94.16;2020
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;melhoria da infraestrutura da rede especializada propria de saude;melhoria da infraestrutura da rede especializada propria de saude;179000.0;701552.62;700751.0;697951.0;697951.0;99.6;2020
saude;atencao basica;consolidacao e ampliacao da atencao basica;expansao e aprimoramento da infraestrutura da atencao basica de saude;expansao e aprimoramento da infraestrutura da atencao basica de saude;3247000.0;4090123.06;3856288.75;3766114.75;3651636.53;94.69;2020
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao e qualificacaoda rede basica de saude;manutencao e qualificacaoda rede basica de saude;35754600.0;36436987.53;36282770.24;33860652.17;33437353.37;92.16;2020
saude;controle ambiental;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes de vigilancia ambiental;fortalecimento das acoes de vigilancia ambiental;6535000.0;7108640.0;5174879.01;4842711.47;4819851.47;93.14;2020
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;contribuicao patronal do fms ao instituto de previdencia social   inss;contribuicao patronal do fms ao instituto de previdencia social   inss;1500000.0;1992820.0;1992814.6;1992814.6;1992814.6;100.0;2020
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;contribuicao patronal do fundo municipal de saude ao previpaulista;contribuicao patronal do fundo municipal de saude ao previpaulista;8300000.0;9692020.0;9692010.58;9692010.58;8930516.52;92.14;2020
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;encargos com auxilio transporte aos servidores da saude;encargos com auxilio transporte aos servidores da saude;2905000.0;2759680.0;2759674.51;2576693.37;2576693.37;93.37;2020
saude;planejamento e orcamento;aprimoramento da gestao sus e do controle social;fortalecimento das acoes de planejamento e gestao da saude;fortalecimento das acoes de planejamento e gestao da saude;66000.0;0.0;0.0;0.0;0.0;0.0;2020
saude;suporte profilatico e terapeutico;qualificar a assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;7485000.0;9641047.89;8950086.11;8601817.29;8592562.66;96.01;2020
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigilancia a saude;desenvolvimento das acoes de vigilancia epidemiologica;desenvolvimento das acoes de vigilancia epidemiologica;2992000.0;935270.0;909446.72;889253.73;845395.51;92.96;2020
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes de educacao em vigilancia epidemiologica;fortalecimento das acoes de educacao em vigilancia epidemiologica;0.0;1369100.0;0.0;0.0;0.0;0.0;2020
saude;vigilancia sanitaria;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes de vigilancia sanitaria;fortalecimento das acoes de vigilancia sanitaria;646000.0;402230.0;328300.42;311401.5;311401.5;94.85;2020
seguranca publica;administracao geral;apoio administrativo as acoes do fundo municipal de seguranca publica cidada;gestao administrativa das acoes do fundo municipal de seguranca publica cidada;gestao administrativa das acoes do fundo municipal de seguranca publica cidada;632800.0;648326.0;648312.7;638312.7;638312.7;98.46;2020
seguranca publica;administracao geral;gestao das politicas de seguranca cidada;direcao  supervisao e coordenacao das acoes da secretaria de seguranca cidada e defesa civil;direcao  supervisao e coordenacao das acoes da secretaria de seguranca cidada e defesa civil;188000.0;366230.0;366221.24;366221.24;366221.24;100.0;2020
seguranca publica;administracao geral;gestao das politicas de seguranca cidada;direcao  supervisao e coordenacao das acoes do fundo municipal de seguranca publica cidada;direcao  supervisao e coordenacao das acoes do fundo municipal de seguranca publica cidada;6000.0;700.0;700.0;602.47;602.47;86.07;2020
seguranca publica;administracao geral;gestao dos processos administrativos do municipio;promocao das acoes da guarda patrimonial;promocao das acoes da guarda patrimonial;9181200.0;9222960.0;9222940.13;9220775.13;9220775.13;99.98;2020
seguranca publica;defesa civil;seguranca cidada;acoes de apoio a defesa civil;acoes de apoio a defesa civil;1440500.0;283780.0;204452.05;204053.04;171103.04;83.69;2020
seguranca publica;informacoes e inteligencia;seguranca cidada;apoio as acoes de seguranca cidada municipal;apoio as acoes de seguranca cidada municipal;162000.0;158720.0;158715.0;158715.0;141080.0;88.89;2020
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipio;apoio a geracao de emprego e renda do municipio;apoio a geracao de emprego e renda do municipio;40000.0;0.0;0.0;0.0;0.0;0.0;2020
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipio;apoio a implantacao de distrito industrial;apoio a implantacao de distrito industrial;60000.0;0.0;0.0;0.0;0.0;0.0;2020
transporte;administracao geral;apoio administrativo as acoes de secretaria da desenvolvimento de mobilidade e transporte;gestao administrativa das acoes da secretaria de mobilidade e administracao das regionais;gestao administrativa das acoes da secretaria de mobilidade e administracao das regionais;1663500.0;1981042.0;1961279.33;1877262.56;1813295.99;92.45;2020
transporte;administracao geral;gestao das politicas de mobilidade e transporte do municipio;direcao  supervisao e coordenacao das acoes da secretaria de mobilidade e administracao das regionais;direcao  supervisao e coordenacao das acoes da secretaria de mobilidade e administracao das regionais;583800.0;720260.0;720240.86;720240.86;720240.86;100.0;2020
transporte;planejamento e orcamento;gestao das politicas de mobilidade e transporte do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de mobilidade e administracao das regionais;planejamento  orcamentacao e monitoramento das acoes da secretaria de mobilidade e administracao das regionais;16000.0;0.0;0.0;0.0;0.0;0.0;2020
transporte;transporte rodoviario;fiscalizacao e controle do trafego urbano;servico de controle e seguranca de trafego urbano;servico de controle e seguranca de trafego urbano;8642300.0;8537920.0;8537835.09;8222554.57;8086997.31;94.72;2020
transporte;transporte rodoviario;gestao do transito e do transporte municipal;implementacao do plano municipal de circulacao e do sistema de transporte municipal de passageiros;implementacao do plano municipal de circulacao e do sistema de transporte municipal de passageiros;472000.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;administracao geral;apoio administrativo as acoes de secretaria de infraestrutura;gestao administrativa das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;gestao administrativa das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;5424100.0;4416204.0;4348410.29;4341957.6;4336814.98;99.73;2020
urbanismo;administracao geral;apoio administrativo as acoes de secretaria desenvolvimento urbano;gestao administrativa das acoes da secretaria de desenvolvimento urbano e habitacao;gestao administrativa das acoes da secretaria de desenvolvimento urbano e habitacao;3603300.0;3757290.0;3757262.12;3735907.49;3735907.49;99.43;2020
urbanismo;administracao geral;cidade iluminada;direcao  supervisao e coordenacao das acoes do fundo municipal de iluminacao publica;direcao  supervisao e coordenacao das acoes do fundo municipal de iluminacao publica;15000.0;258000.0;258000.0;182750.0;182750.0;70.83;2020
urbanismo;administracao geral;gestao da politica de acao secretaria de infraestrutura;direcao  supervisao e coordenacao das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;direcao  supervisao e coordenacao das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;1285200.0;1175710.0;1175700.01;1175700.01;1175700.01;100.0;2020
urbanismo;administracao geral;gestao das politicas de desenvolvimento urbano e habitacao;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento urbano e habitacao;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento urbano e habitacao;555400.0;519100.0;512518.29;512518.29;512518.29;100.0;2020
urbanismo;infra estrutura urbana;cidade iluminada;ampliacao da rede de iluminacao publica;ampliacao da rede de iluminacao publica;702000.0;11430.0;11421.16;11421.16;11421.16;100.0;2020
urbanismo;infra estrutura urbana;cidade iluminada;gestao dos servicos de iluminacao publica;gestao dos servicos de iluminacao publica;16668000.0;18326890.0;17992476.98;17302476.98;17302473.98;96.17;2020
urbanismo;infra estrutura urbana;melhoria da malha viaria municipal;melhoria da rede viaria municipal;melhoria da rede viaria municipal;37530500.0;44356990.0;7434464.55;6607749.38;6607749.38;88.88;2020
urbanismo;infra estrutura urbana;melhoria de moradia para a populacao de baixa renda;urbanizacao de assentamentos precarios;urbanizacao de assentamentos precarios;7770000.0;4772540.0;806763.9;806763.9;806763.9;100.0;2020
urbanismo;infra estrutura urbana;valorizacao da orla do paulista;projeto orla;projeto orla;70000.0;29480.0;0.0;0.0;0.0;0.0;2020
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;acoes de controle do desenvolvimento urbano;acoes de controle do desenvolvimento urbano;504400.0;365250.0;365223.24;365223.24;365223.24;100.0;2020
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;coordenacao e elaboracao de planos  projetos e orcamentos;coordenacao e elaboracao de planos  projetos e orcamentos;189000.0;164000.0;163996.72;163996.72;163996.72;100.0;2020
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;fortalecimento do controle urbano   pmat;fortalecimento do controle urbano   pmat;1000.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;gestao do cadastro tecnico municipal;gestao do cadastro tecnico municipal;250000.0;142660.0;142656.39;132748.55;132748.55;93.05;2020
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;implementacao do cadastro tecino municipal   pmat;implementacao do cadastro tecino municipal   pmat;1000.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;coordenacao e elaboracao de planos e projetos especiais;coordenacao e elaboracao de planos e projetos especiais;863600.0;828540.0;823525.44;823525.44;823525.44;100.0;2020
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;planejamento  orcamentario e monitoramente das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;planejamento  orcamentario e monitoramente das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;8000.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;supervisao e elaboracao de projetos de obras da infraestrutura do municipio;supervisao e elaboracao de projetos de obras da infraestrutura do municipio;217900.0;485280.0;189586.48;189586.48;189586.48;100.0;2020
urbanismo;servicos urbanos;drenagem urbana;fabricacao de pre moldados de cimento;fabricacao de pre moldados de cimento;40000.0;154000.0;146440.94;146440.94;146440.94;100.0;2020
urbanismo;servicos urbanos;drenagem urbana;limpeza e conservacao de canais e galerias;limpeza e conservacao de canais e galerias;3402000.0;9976720.0;9807680.39;9773576.49;9773576.49;99.65;2020
urbanismo;servicos urbanos;melhoria da malha viaria municipal;conservacao de vias urbanas;conservacao de vias urbanas;2101500.0;230000.0;228210.19;228210.19;228210.19;100.0;2020
urbanismo;servicos urbanos;melhoria do paisagismo urbano;conservacao de pracas e areas de lazer;conservacao de pracas e areas de lazer;123100.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;servicos urbanos;melhoria dos cemiterios;manutencao e conservacao dos cemiterios;manutencao e conservacao dos cemiterios;36600.0;0.0;0.0;0.0;0.0;0.0;2020
urbanismo;servicos urbanos;otimizacao das feiras e mercados publicos;construcao reforma de mercados e estruturacao fisica de feiras publicas;construcao reforma de mercados e estruturacao fisica de feiras publicas;1211000.0;427070.0;426068.7;426068.7;426068.7;100.0;2020
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao de veiculos  maquinas e equipamentos;manutencao de veiculos  maquinas e equipamentos;210000.0;769210.0;758754.5;758754.5;758754.5;100.0;2020
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao do aterro sanitario norte;manutencao do aterro sanitario norte;2650000.0;5900000.0;5731558.39;4498961.04;4498691.04;78.49;2020
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao dos servicos de coleta de lixo e limpeza urbana;manutencao dos servicos de coleta de lixo e limpeza urbana;28350000.0;27492670.0;27477283.6;27477283.6;27477283.6;100.0;2020
urbanismo;servicos urbanos;servicos urbanos sustentaveis;apoio as acoes de servicos urbanos;apoio as acoes de servicos urbanos;1881100.0;8345280.0;7765240.06;7762585.56;7762585.56;99.97;2020
administracao;administracao financeira;gestao do sistema de controle interno do municipio;administracao orcamentaria  financeira e contabil do municipio;administracao orcamentaria  financeira e contabil do municipio;586300.0;586300.0;0.0;0.0;0.0;0.0;2021
administracao;administracao geral;apoio administrativo as acoes da secretaria de administracao;gestao administrativa das acoes da secretaria de administracao;gestao administrativa das acoes da secretaria de administracao;4022400.0;4022400.0;0.0;0.0;0.0;0.0;2021
administracao;administracao geral;apoio administrativo as acoes de secretaria da desenvolvimento economico;gestao administrativa das acoes da secretaria de desenvolvimento economico  turismo e cultura;gestao administrativa das acoes da secretaria de desenvolvimento economico  turismo e cultura;1910500.0;1910500.0;0.0;0.0;0.0;0.0;2021
administracao;administracao geral;apoio administrativo as acoes de secretaria de educacao;regularizacao de saldos de recursos de convenios da secretaria de educacao;regularizacao de saldos de recursos de convenios da secretaria de educacao;3000.0;3000.0;0.0;0.0;0.0;0.0;2021
administracao;administracao geral;apoio administrativo as acoes de secretaria de financas;gestao administrativa das acoes da secretaria de financas;gestao administrativa das acoes da secretaria de financas;1289500.0;1289500.0;0.0;0.0;0.0;0.0;2021
