Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;15500.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;610000.0;352780.0;345008.21;233516.33;231806.93;67.19;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;54074000.0;29496213.0;19543695.37;14422809.83;14160507.85;72.46;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;9000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;premiacoes culturais  artisticas  cientificas  desportivas e outras  6  i ;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;3000.0;7300.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;subvencoes sociais;sem aplicacao;41000.0;18820.0;18818.0;16936.2;16936.2;90.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;4112900.0;10170.0;10158.33;10158.33;10158.33;100.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;contribuicoes patronais  19  i ;sem aplicacao;14070300.0;16459970.0;16441845.23;16441845.23;16441845.23;100.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;37800.0;37734.82;37734.82;37734.82;100.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;1538000.0;581670.0;562037.0;509612.39;478977.06;85.22;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;2832800.0;3755660.0;3631270.44;3631270.44;3631270.44;100.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;501800.0;11070.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;62818200.0;68745680.0;68695333.99;68695333.99;68695333.99;100.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;contribuicoes;sem aplicacao;6700.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;2213000.0;14734050.0;9797160.45;9593307.23;9593307.23;97.92;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;22806000.0;918338.0;918336.2;437810.98;437810.98;47.67;2020
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;16664000.0;18326890.0;17992476.98;17302476.98;17302473.98;96.17;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;0.0;258000.0;258000.0;182750.0;182750.0;70.83;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;6000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;6000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;700000.0;11430.0;11421.16;11421.16;11421.16;100.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;25000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;outros auxilios financeiros a pessoas fisicas;sem aplicacao;0.0;1081520.0;792000.0;792000.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;25000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;65000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;premiacoes culturais  artisticas  cientificas  desportivas e outras  6  i ;sem aplicacao;0.0;1081520.0;548941.86;548941.86;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;50000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;250000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;30750000.0;33392670.0;33208841.99;31976244.64;31975974.64;96.29;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;67300.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;15000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;2800.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;73800.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;56900.0;30.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;200900.0;100.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;15000.0;47840.0;47837.61;47837.61;47837.61;100.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1594300.0;2060340.0;2060332.72;2060332.72;2060332.72;100.0;2020
prefeitura da cidade do paulista;fundo municipal de meio ambiente   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;31400.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;12000.0;10000.0;10000.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;186000.0;171066.0;171057.64;170960.11;153325.11;89.63;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;15100.0;32710.0;32706.77;32706.77;32706.77;100.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;579700.0;593970.0;593963.29;593963.29;593963.29;100.0;2020
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;contribuicoes;sem aplicacao;129500.0;124110.0;123646.96;117146.96;117146.96;94.74;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1000.0;80661.7;80659.0;80659.0;80659.0;100.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;12000.0;790.0;790.0;790.0;790.0;100.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;179520.0;179512.36;179512.36;179512.36;100.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;27000.0;3500.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;838700.0;397242.3;358348.12;353648.14;353648.14;98.69;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;15000.0;93890.0;93828.34;93828.34;93828.34;100.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;314900.0;28160.0;28156.44;25365.58;25365.58;90.09;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3965800.0;3479910.0;3479867.17;3479867.17;3479867.17;100.0;2020
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;28000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;12000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;17000.0;3000.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;8500.0;6256.0;5827.85;5827.85;5540.03;95.06;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;5400.0;420.0;418.0;418.0;418.0;100.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;684700.0;625640.0;625636.75;625636.75;625636.75;100.0;2020
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;7500.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;reserva de contigencia;reserva de contingencia;reserva de contingencia;reserva de contingencia;sem aplicacao;4000000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;6300.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;12400.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;29200.0;5000.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;110400.0;79268.0;77981.73;69106.23;69106.23;88.62;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;17000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;40000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;11500.0;11481.91;11481.91;11481.91;100.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;15000.0;9070.0;8738.04;8738.04;8738.04;100.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;147200.0;140810.0;140804.05;129128.17;129128.17;91.71;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;998200.0;919480.0;919468.22;919468.22;919468.22;100.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;1343900.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;3720000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;3335000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;2000.0;1520.0;1510.9;1510.9;1510.9;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;27100.0;16190.0;16148.82;16148.82;16148.82;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;9000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;96530.0;96523.74;96523.74;96523.74;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;66000.0;245990.0;245977.98;244955.98;244611.84;99.44;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;2118300.0;1905789.0;1882163.55;1802263.55;1769079.48;93.99;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;304100.0;18830.0;17125.69;17125.69;17125.69;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;401000.0;642170.0;642166.63;642166.63;642166.63;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;69900.0;177130.0;158242.65;158242.65;158242.65;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;701500.0;599590.0;599581.1;599581.1;599581.1;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3664100.0;4754810.0;4754233.61;4754233.61;4754228.61;100.0;2020
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;6000.0;2700.0;2700.0;2700.0;2700.0;100.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;4000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;18000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;0.0;1016920.0;1016918.78;1016918.78;973000.0;95.68;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;60000.0;10000.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;50000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;349000.0;152560.0;152552.39;149770.27;149770.27;98.18;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;sentencas judiciais;sem aplicacao;448000.0;116980.0;116970.19;116970.19;116970.19;100.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1051000.0;17108200.0;16926343.71;16926343.71;16926343.71;100.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;6000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;1481300.0;491540.0;491518.61;491518.61;491518.61;100.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;sentencas judiciais;sem aplicacao;4460000.0;5927520.0;5926851.4;5926851.4;5844530.72;98.61;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;4204600.0;4705510.0;4705489.14;4705489.14;4705489.14;100.0;2020
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;14000.0;0.0;0.0;0.0;0.0;0.0;2020
