Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;"Servicos de Consultoria";;169.000,00;286.450,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";169.000,00;286.450,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.210.100,00;6.367.650,00;6.348.736,04;6.348.736,04;6.344.214,88;99,93
;;;;"Despesas de Exercicios Anteriores";;5.000,00;8.600,00;8.577,11;8.577,11;8.577,11;100,00
;;;;;"SEM APLICACAO";5.000,00;8.600,00;8.577,11;8.577,11;8.577,11;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;157.300,00;177.980,00;168.715,76;168.715,76;168.715,76;100,00
;;;;;"SEM APLICACAO";157.300,00;177.980,00;168.715,76;168.715,76;168.715,76;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;278.400,00;65.450,00;55.849,12;55.849,12;51.327,96;91,90
;;;;;"SEM APLICACAO";278.400,00;65.450,00;55.849,12;55.849,12;51.327,96;91,90
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;6.769.400,00;6.115.620,00;6.115.594,05;6.115.594,05;6.115.594,05;100,00
;;;;;"SEM APLICACAO";6.769.400,00;6.115.620,00;6.115.594,05;6.115.594,05;6.115.594,05;100,00
;;"DESPESAS DE CAPITAL";;;;92.398.900,00;95.194.070,00;10.885.340,91;9.947.908,68;9.947.908,68;91,39
;;;"INVESTIMENTOS";;;92.398.900,00;95.194.070,00;10.885.340,91;9.947.908,68;9.947.908,68;91,39
;;;;"Despesas de Exercicios Anteriores";;227.000,00;314.190,00;296.715,29;296.715,29;296.715,29;100,00
;;;;;"SEM APLICACAO";227.000,00;314.190,00;296.715,29;296.715,29;296.715,29;100,00
;;;;"Equipamentos e Material Permanente";;127.300,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";127.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;137.100,00;1.564.850,00;1.558.842,08;1.558.842,08;1.558.842,08;100,00
;;;;;"SEM APLICACAO";137.100,00;1.564.850,00;1.558.842,08;1.558.842,08;1.558.842,08;100,00
;;;;"Obras e Instalacoes";;91.604.500,00;93.307.030,00;9.029.783,54;8.092.351,31;8.092.351,31;89,62
;;;;;"SEM APLICACAO";91.604.500,00;93.307.030,00;9.029.783,54;8.092.351,31;8.092.351,31;89,62
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;115.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";115.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;188.000,00;8.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";188.000,00;8.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS   ADMINISTRACAO DIRETA";;;;;12.926.300,00;12.694.452,00;12.674.577,76;12.244.484,58;12.044.960,75;95,03
;;"DESPESAS CORRENTES";;;;12.885.300,00;12.694.452,00;12.674.577,76;12.244.484,58;12.044.960,75;95,03
;;;"OUTRAS DESPESAS CORRENTES";;;3.952.000,00;3.999.312,00;3.979.490,38;3.549.397,20;3.413.839,94;85,79
;;;;"Auxilio Alimentacao";;21.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";21.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;971.000,00;1.002.140,00;982.387,87;916.319,78;916.319,78;93,27
;;;;;"SEM APLICACAO";971.000,00;1.002.140,00;982.387,87;916.319,78;916.319,78;93,27
;;;;"Obrigacoes Tributarias e Contributivas";;15.000,00;11.500,00;11.455,92;10.501,26;6.682,62;58,33
;;;;;"SEM APLICACAO";15.000,00;11.500,00;11.455,92;10.501,26;6.682,62;58,33
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;39.000,00;57.300,00;57.280,32;52.506,96;52.506,96;91,67
;;;;;"SEM APLICACAO";39.000,00;57.300,00;57.280,32;52.506,96;52.506,96;91,67
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.479.000,00;2.928.372,00;2.928.366,27;2.570.069,20;2.438.330,58;83,27
;;;;;"SEM APLICACAO";2.479.000,00;2.928.372,00;2.928.366,27;2.570.069,20;2.438.330,58;83,27
;;;;"Passagens e Despesas com Locomocao";;25.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";25.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;373.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";373.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;8.933.300,00;8.695.140,00;8.695.087,38;8.695.087,38;8.631.120,81;99,26
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.556.300,00;1.478.940,00;1.478.908,84;1.478.908,84;1.477.215,49;99,89
;;;;;"SEM APLICACAO";1.556.300,00;1.478.940,00;1.478.908,84;1.478.908,84;1.477.215,49;99,89
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;7.377.000,00;7.216.200,00;7.216.178,54;7.216.178,54;7.153.905,32;99,14
;;;;;"SEM APLICACAO";7.377.000,00;7.216.200,00;7.216.178,54;7.216.178,54;7.153.905,32;99,14
;;"DESPESAS DE CAPITAL";;;;41.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;41.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;41.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";41.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE POLITICAS SOCIAIS E ESPORTES   ADMINISTRACAO DIRETA";;;;;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;"DESPESAS CORRENTES";;;;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;;;"Material de Consumo";;50.000,00;9.000,00;9.000,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";50.000,00;9.000,00;9.000,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;6.000,00;62.340,00;62.331,23;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;62.340,00;62.331,23;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL   ADMINISTRACAO DIRETA";;;;;10.809.700,00;9.872.970,00;9.793.613,42;9.791.049,41;9.758.099,41;99,64
;;"DESPESAS CORRENTES";;;;10.777.700,00;9.872.970,00;9.793.613,42;9.791.049,41;9.758.099,41;99,64
;;;"OUTRAS DESPESAS CORRENTES";;;1.407.000,00;262.450,00;184.125,84;181.561,83;148.611,83;80,71
;;;;"Auxilio Alimentacao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;181.000,00;77.270,00;77.259,50;77.259,50;77.259,50;100,00
;;;;;"SEM APLICACAO";181.000,00;77.270,00;77.259,50;77.259,50;77.259,50;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.202.000,00;185.180,00;106.866,34;104.302,33;71.352,33;66,77
;;;;;"SEM APLICACAO";1.202.000,00;185.180,00;106.866,34;104.302,33;71.352,33;66,77
;;;;"Passagens e Despesas com Locomocao";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;9.370.700,00;9.610.520,00;9.609.487,58;9.609.487,58;9.609.487,58;100,00
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;2.233.900,00;2.141.130,00;2.141.116,57;2.141.116,57;2.141.116,57;100,00
;;;;;"SEM APLICACAO";2.233.900,00;2.141.130,00;2.141.116,57;2.141.116,57;2.141.116,57;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;7.126.800,00;7.469.390,00;7.468.371,01;7.468.371,01;7.468.371,01;100,00
;;;;;"SEM APLICACAO";7.126.800,00;7.469.390,00;7.468.371,01;7.468.371,01;7.468.371,01;100,00
;;"DESPESAS DE CAPITAL";;;;32.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;32.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;32.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";32.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA EXECUTIVA DE POLITICAS PARA AS MULHERES";;;;;531.700,00;141.072,00;137.936,95;137.936,95;137.936,95;100,00
;;"DESPESAS CORRENTES";;;;531.200,00;140.072,00;136.996,95;136.996,95;136.996,95;100,00
;;;"OUTRAS DESPESAS CORRENTES";;;244.700,00;30.182,00;27.109,86;27.109,86;27.109,86;100,00
;;;;"Despesas de Exercicios Anteriores";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;4.400,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.400,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;9.900,00;3.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";9.900,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Distribuicao Gratuita";;41.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";41.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obrigacoes Tributarias e Contributivas";;500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Auxilios Financeiros a Pessoas Fisicas";;80.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";80.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;500,00;1.850,00;1.807,24;1.807,24;1.807,24;100,00
;;;;;"SEM APLICACAO";500,00;1.850,00;1.807,24;1.807,24;1.807,24;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;104.200,00;25.332,00;25.302,62;25.302,62;25.302,62;100,00
;;;;;"SEM APLICACAO";104.200,00;25.332,00;25.302,62;25.302,62;25.302,62;100,00
;;;;"Passagens e Despesas com Locomocao";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;286.500,00;109.890,00;109.887,09;109.887,09;109.887,09;100,00
;;;;"Contratacao por Tempo Determinado";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;6.700,00;1.910,00;1.907,74;1.907,74;1.907,74;100,00
;;;;;"SEM APLICACAO";6.700,00;1.910,00;1.907,74;1.907,74;1.907,74;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;274.800,00;107.980,00;107.979,35;107.979,35;107.979,35;100,00
;;;;;"SEM APLICACAO";274.800,00;107.980,00;107.979,35;107.979,35;107.979,35;100,00
;;"DESPESAS DE CAPITAL";;;;500,00;1.000,00;940,00;940,00;940,00;100,00
;;;"INVESTIMENTOS";;;500,00;1.000,00;940,00;940,00;940,00;100,00
;;;;"Equipamentos e Material Permanente";;500,00;1.000,00;940,00;940,00;940,00;100,00
;;;;;"SEM APLICACAO";500,00;1.000,00;940,00;940,00;940,00;100,00
;"SECRETARIA MUNICIPALDE EDUCACAO   ADMINISTRACAO DIRETA";;;;;278.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;"DESPESAS CORRENTES";;;;27.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;251.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;;"INVESTIMENTOS";;;251.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;;;"Equipamentos e Material Permanente";;251.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;;;;"SEM APLICACAO";251.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;"SECRETARIA MUNICIPAL DE SAUDE   ADMINISTRACAO DIRETA";;;;;7.000,00;1.369.100,00;0,00;0,00;0,00;0,00
;;"DESPESAS CORRENTES";;;;7.000,00;1.369.100,00;0,00;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;6.000,00;1.369.100,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;1.000,00;702.300,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;702.300,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;0,00;666.800,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;666.800,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
