Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";4.485.800,00;4.285.960,00;4.199.295,89;4.199.295,89;3.819.502,10;90,96
;;"DESPESAS DE CAPITAL";;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA EXECUTIVA DE POLITICAS PARA AS MULHERES";;;;;503.900,00;689.330,00;525.628,00;512.994,61;473.799,29;90,14
;;"DESPESAS CORRENTES";;;;493.900,00;549.330,00;430.280,58;417.647,19;378.451,87;87,95
;;;"OUTRAS DESPESAS CORRENTES";;;202.800,00;347.430,00;228.449,59;215.816,20;190.620,88;83,44
;;;;"Despesas de Exercicios Anteriores";;3.000,00;9.330,00;9.312,31;9.312,31;9.312,31;100,00
;;;;;"SEM APLICACAO";3.000,00;9.330,00;9.312,31;9.312,31;9.312,31;100,00
;;;;"Diarias   Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;26.500,00;103.190,00;81.869,70;81.869,70;81.795,98;99,91
;;;;;"SEM APLICACAO";26.500,00;103.190,00;81.869,70;81.869,70;81.795,98;99,91
;;;;"Material de Distribuicao Gratuita";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obrigacoes Tributarias e Contributivas";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Auxilios Financeiros a Pessoas Fisicas";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;25.000,00;21.840,00;21.838,92;21.730,69;21.730,69;99,50
;;;;;"SEM APLICACAO";25.000,00;21.840,00;21.838,92;21.730,69;21.730,69;99,50
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;119.100,00;213.070,00;115.428,66;102.903,50;77.781,90;67,39
;;;;;"SEM APLICACAO";119.100,00;213.070,00;115.428,66;102.903,50;77.781,90;67,39
;;;;"Passagens e Despesas com Locomocao";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;291.100,00;201.900,00;201.830,99;201.830,99;187.830,99;93,06
;;;;"Contratacao por Tempo Determinado";;46.800,00;19.990,00;19.981,00;19.981,00;19.981,00;100,00
;;;;;"SEM APLICACAO";46.800,00;19.990,00;19.981,00;19.981,00;19.981,00;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;6.200,00;3.340,00;3.333,33;3.333,33;3.333,33;100,00
;;;;;"SEM APLICACAO";6.200,00;3.340,00;3.333,33;3.333,33;3.333,33;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;238.100,00;178.570,00;178.516,66;178.516,66;164.516,66;92,16
;;;;;"SEM APLICACAO";238.100,00;178.570,00;178.516,66;178.516,66;164.516,66;92,16
;;"DESPESAS DE CAPITAL";;;;10.000,00;140.000,00;95.347,42;95.347,42;95.347,42;100,00
;;;"INVESTIMENTOS";;;10.000,00;140.000,00;95.347,42;95.347,42;95.347,42;100,00
;;;;"Equipamentos e Material Permanente";;10.000,00;140.000,00;95.347,42;95.347,42;95.347,42;100,00
;;;;;"SEM APLICACAO";10.000,00;140.000,00;95.347,42;95.347,42;95.347,42;100,00
;"SECRETARIA MUNICIPAL DE SAUDE   ADMINISTRACAO DIRETA";;;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS CORRENTES";;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
