Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;"Ordenamento Territorial";;;;1.136.100,00;1.136.100,00;0,00;0,00;0,00;0,00
;;"FORTALECIMENTO DAS ACOES DE DESENVOLVIMENTO URBANO";;;1.136.100,00;1.136.100,00;0,00;0,00;0,00;0,00
;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";;685.400,00;685.400,00;0,00;0,00;0,00;0,00
;;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";685.400,00;685.400,00;0,00;0,00;0,00;0,00
;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";;200.700,00;200.700,00;0,00;0,00;0,00;0,00
;;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";200.700,00;200.700,00;0,00;0,00;0,00;0,00
;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";;250.000,00;250.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";250.000,00;250.000,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;1.141.700,00;1.141.700,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;1.141.700,00;1.141.700,00;0,00;0,00;0,00;0,00
;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";;794.700,00;794.700,00;0,00;0,00;0,00;0,00
;;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";794.700,00;794.700,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;8.000,00;8.000,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";8.000,00;8.000,00;0,00;0,00;0,00;0,00
;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";;339.000,00;339.000,00;0,00;0,00;0,00;0,00
;;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";339.000,00;339.000,00;0,00;0,00;0,00;0,00
;"Servicos Urbanos";;;;56.758.400,00;56.758.400,00;0,00;0,00;0,00;0,00
;;"DRENAGEM URBANA";;;5.008.100,00;5.008.100,00;0,00;0,00;0,00;0,00
;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";;159.900,00;159.900,00;0,00;0,00;0,00;0,00
;;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";159.900,00;159.900,00;0,00;0,00;0,00;0,00
;;;"LIMPEZA E CONSERVACAO DE CANAIS E GALERIAS";;4.848.200,00;4.848.200,00;0,00;0,00;0,00;0,00
;;;;"LIMPEZA E CONSERVACAO DE CANAIS E GALERIAS";4.848.200,00;4.848.200,00;0,00;0,00;0,00;0,00
;;"MELHORIA DA MALHA VIARIA MUNICIPAL";;;1.052.600,00;1.052.600,00;0,00;0,00;0,00;0,00
;;;"CONSERVACAO DE VIAS URBANAS";;1.052.600,00;1.052.600,00;0,00;0,00;0,00;0,00
;;;;"CONSERVACAO DE VIAS URBANAS";1.052.600,00;1.052.600,00;0,00;0,00;0,00;0,00
;;"MELHORIA DO PAISAGISMO URBANO";;;123.100,00;123.100,00;0,00;0,00;0,00;0,00
;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";;123.100,00;123.100,00;0,00;0,00;0,00;0,00
;;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";123.100,00;123.100,00;0,00;0,00;0,00;0,00
;;"MELHORIA DOS CEMITERIOS";;;21.000,00;21.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";;21.000,00;21.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";21.000,00;21.000,00;0,00;0,00;0,00;0,00
;;"OTIMIZACAO DAS FEIRAS E MERCADOS PUBLICOS";;;599.200,00;599.200,00;0,00;0,00;0,00;0,00
;;;"CONSTRUCAO REFORMA DE MERCADOS E ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";;599.200,00;599.200,00;0,00;0,00;0,00;0,00
;;;;"CONSTRUCAO REFORMA DE MERCADOS E ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";599.200,00;599.200,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DOS SERVICOS DE LIMPEZA URBANA";;;43.933.800,00;43.933.800,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS";;733.800,00;733.800,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS";733.800,00;733.800,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";;5.950.000,00;5.950.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";5.950.000,00;5.950.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";;37.250.000,00;37.250.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";37.250.000,00;37.250.000,00;0,00;0,00;0,00;0,00
;;"SERVICOS URBANOS SUSTENTAVEIS";;;6.020.600,00;6.020.600,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE SERVICOS URBANOS";;6.020.600,00;6.020.600,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE SERVICOS URBANOS";6.020.600,00;6.020.600,00;0,00;0,00;0,00;0,00
