Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;293.000,00;283.980,00;283.966,18;283.966,18;261.003,63;91,91
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;293.000,00;283.980,00;283.966,18;283.966,18;261.003,63;91,91
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";293.000,00;283.980,00;283.966,18;283.966,18;261.003,63;91,91
;"Planejamento e Orcamento";;;;4.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";4.000,00;0,00;0,00;0,00;0,00;0,00
;"Transporte Rodoviario";;;;6.047.400,00;5.198.640,00;5.158.071,29;5.158.071,29;4.757.030,24;92,22
;;"FISCALIZACAO E CONTROLE DO TRAFEGO URBANO";;;6.020.400,00;5.198.640,00;5.158.071,29;5.158.071,29;4.757.030,24;92,22
;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";;6.020.400,00;5.198.640,00;5.158.071,29;5.158.071,29;4.757.030,24;92,22
;;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";6.020.400,00;5.198.640,00;5.158.071,29;5.158.071,29;4.757.030,24;92,22
;;"GESTAO DO TRANSITO E DO TRANSPORTE MUNICIPAL";;;27.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";;27.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";27.000,00;0,00;0,00;0,00;0,00;0,00
"Urbanismo";;;;;93.521.800,00;86.724.640,00;66.432.816,58;63.617.091,98;54.690.886,46;82,33
;"Administracao Geral";;;;8.315.000,00;8.581.130,00;8.408.169,89;8.334.304,43;7.465.946,00;88,79
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;4.138.600,00;4.560.940,00;4.395.966,65;4.324.346,97;3.787.657,50;86,16
;;;"CONSTRUCAO REFORMA DE PREDIOS PUBLICOS";;50.000,00;212.290,00;132.288,36;66.144,18;0,00;0,00
;;;;"CONSTRUCAO REFORMA DE PREDIOS PUBLICOS";50.000,00;212.290,00;132.288,36;66.144,18;0,00;0,00
;;;"CONTRUCAO E REFORMA DE PREDIOS PUBLICOS";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRUCAO E REFORMA DE PREDIOS PUBLICOS";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;4.078.600,00;4.348.650,00;4.263.678,29;4.258.202,79;3.787.657,50;88,84
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";4.078.600,00;4.348.650,00;4.263.678,29;4.258.202,79;3.787.657,50;88,84
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DESENVOLVIMENTO URBANO";;;2.802.600,00;2.595.010,00;2.592.050,24;2.590.195,51;2.364.116,14;91,21
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;2.802.600,00;2.595.010,00;2.592.050,24;2.590.195,51;2.364.116,14;91,21
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";2.802.600,00;2.595.010,00;2.592.050,24;2.590.195,51;2.364.116,14;91,21
;;"CIDADE ILUMINADA";;;6.100,00;5.000,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";;6.100,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";6.100,00;5.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;1.000.300,00;1.201.750,00;1.201.737,91;1.201.737,91;1.112.979,32;92,61
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;1.000.300,00;1.201.750,00;1.201.737,91;1.201.737,91;1.112.979,32;92,61
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";1.000.300,00;1.201.750,00;1.201.737,91;1.201.737,91;1.112.979,32;92,61
;;"GESTAO DAS POLITICAS DE DESENVOLVIMENTO URBANO";;;367.400,00;218.430,00;218.415,09;218.024,04;201.193,04;92,11
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;367.400,00;218.430,00;218.415,09;218.024,04;201.193,04;92,11
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";367.400,00;218.430,00;218.415,09;218.024,04;201.193,04;92,11
;"Infra Estrutura Urbana";;;;41.070.600,00;36.496.690,00;22.783.499,74;22.134.540,64;19.633.069,27;86,17
;;"CIDADE ILUMINADA";;;17.485.600,00;16.138.690,00;15.830.616,65;15.830.616,65;14.359.121,47;90,70
;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";;2.530.000,00;203.800,00;80.981,28;80.981,28;80.981,28;100,00
;;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";2.530.000,00;203.800,00;80.981,28;80.981,28;80.981,28;100,00
;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";;14.955.600,00;15.934.890,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";14.955.600,00;15.934.890,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;"MELHORIA DA MALHA VIARIA MUNICIPAL";;;19.435.000,00;19.158.000,00;6.952.883,09;6.303.923,99;5.273.947,80;75,85
;;;"CONSERVACAO DE VIAS URBANAS";;280.000,00;313.690,00;227.874,20;187.587,80;160.497,80;70,43
;;;;"CONSERVACAO DE VIAS URBANAS";280.000,00;313.690,00;227.874,20;187.587,80;160.497,80;70,43
;;;"MELHORIA DA REDE VIARIA MUNICIPAL";;19.155.000,00;18.844.310,00;6.725.008,89;6.116.336,19;5.113.450,00;76,04
;;;;"MELHORIA DA REDE VIARIA MUNICIPAL";19.155.000,00;18.844.310,00;6.725.008,89;6.116.336,19;5.113.450,00;76,04
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;3.800.000,00;1.200.000,00;0,00;0,00;0,00;0,00
;;;"URBANIZACAO E ASSENTAMENTOS PRECARIOS";;3.800.000,00;1.200.000,00;0,00;0,00;0,00;0,00
;;;;"URBANIZACAO E ASSENTAMENTOS PRECARIOS";3.800.000,00;1.200.000,00;0,00;0,00;0,00;0,00
;;"VALORIZACAO DA ORLA DO PAULISTA";;;350.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROJETO ORLA";;350.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROJETO ORLA";350.000,00;0,00;0,00;0,00;0,00;0,00
;"Ordenamento Territorial";;;;5.705.500,00;5.404.460,00;1.030.227,18;1.006.042,18;945.728,19;91,80
;;"FORTALECIMENTO DAS ACOES DE DESENVOLVIMENTO URBANO";;;5.705.500,00;5.404.460,00;1.030.227,18;1.006.042,18;945.728,19;91,80
;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";;578.000,00;442.120,00;394.148,49;383.963,49;356.120,63;90,35
;;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";578.000,00;442.120,00;394.148,49;383.963,49;356.120,63;90,35
;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";;475.800,00;192.000,00;145.118,68;145.118,68;131.710,89;90,76
;;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";475.800,00;192.000,00;145.118,68;145.118,68;131.710,89;90,76
;;;"FORTALECIMENTO DO CONTROLE URBANO   PMAT";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DO CONTROLE URBANO   PMAT";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";;90.200,00;147.970,00;147.960,01;133.960,01;114.896,67;77,65
;;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";90.200,00;147.970,00;147.960,01;133.960,01;114.896,67;77,65
;;;"IMPLEMENTACAO DO CADASTRO TECINO MUNICIPAL   PMAT";;4.403.500,00;4.469.370,00;343.000,00;343.000,00;343.000,00;100,00
;;;;"IMPLEMENTACAO DO CADASTRO TECINO MUNICIPAL   PMAT";4.403.500,00;4.469.370,00;343.000,00;343.000,00;343.000,00;100,00
;;;"MELHORIA DAS ACOES DE CONTROLE URBANO  PMAT";;153.000,00;153.000,00;0,00;0,00;0,00;0,00
;;;;"MELHORIA DAS ACOES DE CONTROLE URBANO  PMAT";153.000,00;153.000,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;980.700,00;849.050,00;849.026,83;759.360,03;651.827,43;76,77
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;980.700,00;849.050,00;849.026,83;759.360,03;651.827,43;76,77
;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";;751.000,00;579.010,00;579.000,82;579.000,82;533.671,94;92,17
;;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";751.000,00;579.010,00;579.000,82;579.000,82;533.671,94;92,17
;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";;226.700,00;270.040,00;270.026,01;180.359,21;118.155,49;43,76
;;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";226.700,00;270.040,00;270.026,01;180.359,21;118.155,49;43,76
;"Servicos Urbanos";;;;37.450.000,00;35.393.310,00;33.361.892,94;31.382.844,70;25.994.315,57;77,92
;;"DRENAGEM URBANA";;;2.191.000,00;2.685.770,00;2.648.606,91;2.646.706,91;2.431.286,95;91,79
;;;"CONSERVACAO DE CANAIS E GALERIAS";;2.151.000,00;2.685.770,00;2.648.606,91;2.646.706,91;2.431.286,95;91,79
;;;;"CONSERVACAO DE CANAIS E GALERIAS";2.151.000,00;2.685.770,00;2.648.606,91;2.646.706,91;2.431.286,95;91,79
;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";40.000,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DO PAISAGISMO URBANO";;;123.100,00;113.660,00;113.547,28;98.561,32;98.561,32;86,80
;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";;123.100,00;113.660,00;113.547,28;98.561,32;98.561,32;86,80
;;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";123.100,00;113.660,00;113.547,28;98.561,32;98.561,32;86,80
;;"MELHORIA DOS CEMITERIOS";;;36.600,00;46.130,00;42.195,22;26.129,94;24.153,42;57,24
;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";;36.600,00;46.130,00;42.195,22;26.129,94;24.153,42;57,24
;;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";36.600,00;46.130,00;42.195,22;26.129,94;24.153,42;57,24
;;"OTIMIZACAO DAS FEIRAS E MERCADOS PUBLICOS";;;4.358.000,00;2.193.970,00;722.197,01;722.197,01;615.955,49;85,29
;;;"CONSTRUCAO REFORMA DE MERCADOS DE ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";;4.358.000,00;2.193.970,00;722.197,01;722.197,01;615.955,49;85,29
;;;;"CONSTRUCAO REFORMA DE MERCADOS DE ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";4.358.000,00;2.193.970,00;722.197,01;722.197,01;615.955,49;85,29
;;"PROMOCAO DOS SERVICOS DE LIMPEZA URBANA";;;27.810.000,00;28.761.510,00;28.671.171,30;26.762.206,52;21.856.136,38;76,23
;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS DA SESP";;210.000,00;74.010,00;74.006,96;74.006,96;0,00;0,00
;;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS DA SESP";210.000,00;74.010,00;74.006,96;74.006,96;0,00;0,00
;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";;2.850.000,00;3.785.250,00;3.784.965,28;3.528.442,63;2.977.319,49;78,66
;;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";2.850.000,00;3.785.250,00;3.784.965,28;3.528.442,63;2.977.319,49;78,66
;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";;24.750.000,00;24.902.250,00;24.812.199,06;23.159.756,93;18.878.816,89;76,09
;;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";24.750.000,00;24.902.250,00;24.812.199,06;23.159.756,93;18.878.816,89;76,09
;;"SERVICOS URBANOS SUSTENTAVEIS";;;2.931.300,00;1.592.270,00;1.164.175,22;1.127.043,00;968.222,01;83,17
;;;"APOIO AS ACOES DE SERVICOS URBANOS";;2.931.300,00;1.592.270,00;1.164.175,22;1.127.043,00;968.222,01;83,17
;;;;"APOIO AS ACOES DE SERVICOS URBANOS";2.931.300,00;1.592.270,00;1.164.175,22;1.127.043,00;968.222,01;83,17
