Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";16.000,00;0,00;0,00;0,00;0,00;0,00
;"Transporte Rodoviario";;;;9.114.300,00;8.537.920,00;8.537.835,09;8.222.554,57;8.086.997,31;94,72
;;"FISCALIZACAO E CONTROLE DO TRAFEGO URBANO";;;8.642.300,00;8.537.920,00;8.537.835,09;8.222.554,57;8.086.997,31;94,72
;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";;8.642.300,00;8.537.920,00;8.537.835,09;8.222.554,57;8.086.997,31;94,72
;;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";8.642.300,00;8.537.920,00;8.537.835,09;8.222.554,57;8.086.997,31;94,72
;;"GESTAO DO TRANSITO E DO TRANSPORTE MUNICIPAL";;;472.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";;472.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";472.000,00;0,00;0,00;0,00;0,00;0,00
"Urbanismo";;;;;115.663.700,00;132.904.314,00;90.323.242,34;87.424.206,26;87.418.790,64;96,78
;"Administracao Geral";;;;10.883.000,00;10.126.304,00;10.051.890,71;9.948.833,39;9.943.690,77;98,92
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;5.424.100,00;4.416.204,00;4.348.410,29;4.341.957,60;4.336.814,98;99,73
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;5.424.100,00;4.416.204,00;4.348.410,29;4.341.957,60;4.336.814,98;99,73
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";5.424.100,00;4.416.204,00;4.348.410,29;4.341.957,60;4.336.814,98;99,73
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DESENVOLVIMENTO URBANO";;;3.603.300,00;3.757.290,00;3.757.262,12;3.735.907,49;3.735.907,49;99,43
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;3.603.300,00;3.757.290,00;3.757.262,12;3.735.907,49;3.735.907,49;99,43
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";3.603.300,00;3.757.290,00;3.757.262,12;3.735.907,49;3.735.907,49;99,43
;;"CIDADE ILUMINADA";;;15.000,00;258.000,00;258.000,00;182.750,00;182.750,00;70,83
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";;15.000,00;258.000,00;258.000,00;182.750,00;182.750,00;70,83
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";15.000,00;258.000,00;258.000,00;182.750,00;182.750,00;70,83
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;1.285.200,00;1.175.710,00;1.175.700,01;1.175.700,01;1.175.700,01;100,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;1.285.200,00;1.175.710,00;1.175.700,01;1.175.700,01;1.175.700,01;100,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";1.285.200,00;1.175.710,00;1.175.700,01;1.175.700,01;1.175.700,01;100,00
;;"GESTAO DAS POLITICAS DE DESENVOLVIMENTO URBANO E HABITACAO";;;555.400,00;519.100,00;512.518,29;512.518,29;512.518,29;100,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;555.400,00;519.100,00;512.518,29;512.518,29;512.518,29;100,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";555.400,00;519.100,00;512.518,29;512.518,29;512.518,29;100,00
;"Infra Estrutura Urbana";;;;62.740.500,00;67.497.330,00;26.245.126,59;24.728.411,42;24.728.408,42;94,22
;;"CIDADE ILUMINADA";;;17.370.000,00;18.338.320,00;18.003.898,14;17.313.898,14;17.313.895,14;96,17
;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";;702.000,00;11.430,00;11.421,16;11.421,16;11.421,16;100,00
;;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";702.000,00;11.430,00;11.421,16;11.421,16;11.421,16;100,00
;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";;16.668.000,00;18.326.890,00;17.992.476,98;17.302.476,98;17.302.473,98;96,17
;;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";16.668.000,00;18.326.890,00;17.992.476,98;17.302.476,98;17.302.473,98;96,17
;;"MELHORIA DA MALHA VIARIA MUNICIPAL";;;37.530.500,00;44.356.990,00;7.434.464,55;6.607.749,38;6.607.749,38;88,88
;;;"MELHORIA DA REDE VIARIA MUNICIPAL";;37.530.500,00;44.356.990,00;7.434.464,55;6.607.749,38;6.607.749,38;88,88
;;;;"MELHORIA DA REDE VIARIA MUNICIPAL";37.530.500,00;44.356.990,00;7.434.464,55;6.607.749,38;6.607.749,38;88,88
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;7.770.000,00;4.772.540,00;806.763,90;806.763,90;806.763,90;100,00
;;;"URBANIZACAO DE ASSENTAMENTOS PRECARIOS";;7.770.000,00;4.772.540,00;806.763,90;806.763,90;806.763,90;100,00
;;;;"URBANIZACAO DE ASSENTAMENTOS PRECARIOS";7.770.000,00;4.772.540,00;806.763,90;806.763,90;806.763,90;100,00
;;"VALORIZACAO DA ORLA DO PAULISTA";;;70.000,00;29.480,00;0,00;0,00;0,00;0,00
;;;"PROJETO ORLA";;70.000,00;29.480,00;0,00;0,00;0,00;0,00
;;;;"PROJETO ORLA";70.000,00;29.480,00;0,00;0,00;0,00;0,00
;"Ordenamento Territorial";;;;945.400,00;671.910,00;671.876,35;661.968,51;661.968,51;98,53
;;"FORTALECIMENTO DAS ACOES DE DESENVOLVIMENTO URBANO";;;945.400,00;671.910,00;671.876,35;661.968,51;661.968,51;98,53
;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";;504.400,00;365.250,00;365.223,24;365.223,24;365.223,24;100,00
;;;;"ACOES DE CONTROLE DO DESENVOLVIMENTO URBANO";504.400,00;365.250,00;365.223,24;365.223,24;365.223,24;100,00
;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";;189.000,00;164.000,00;163.996,72;163.996,72;163.996,72;100,00
;;;;"COORDENACAO E ELABORACAO DE PLANOS  PROJETOS E ORCAMENTOS";189.000,00;164.000,00;163.996,72;163.996,72;163.996,72;100,00
;;;"FORTALECIMENTO DO CONTROLE URBANO   PMAT";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DO CONTROLE URBANO   PMAT";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";;250.000,00;142.660,00;142.656,39;132.748,55;132.748,55;93,05
;;;;"GESTAO DO CADASTRO TECNICO MUNICIPAL";250.000,00;142.660,00;142.656,39;132.748,55;132.748,55;93,05
;;;"IMPLEMENTACAO DO CADASTRO TECINO MUNICIPAL   PMAT";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLEMENTACAO DO CADASTRO TECINO MUNICIPAL   PMAT";1.000,00;0,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;1.089.500,00;1.313.820,00;1.013.111,92;1.013.111,92;1.013.111,92;100,00
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;1.089.500,00;1.313.820,00;1.013.111,92;1.013.111,92;1.013.111,92;100,00
;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";;863.600,00;828.540,00;823.525,44;823.525,44;823.525,44;100,00
;;;;"COORDENACAO E ELABORACAO DE PLANOS E PROJETOS ESPECIAIS";863.600,00;828.540,00;823.525,44;823.525,44;823.525,44;100,00
;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTARIO E MONITORAMENTE DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";;217.900,00;485.280,00;189.586,48;189.586,48;189.586,48;100,00
;;;;"SUPERVISAO E ELABORACAO DE PROJETOS DE OBRAS DA INFRAESTRUTURA DO MUNICIPIO";217.900,00;485.280,00;189.586,48;189.586,48;189.586,48;100,00
;"Servicos Urbanos";;;;40.005.300,00;53.294.950,00;52.341.236,77;51.071.881,02;51.071.611,02;97,57
;;"DRENAGEM URBANA";;;3.442.000,00;10.130.720,00;9.954.121,33;9.920.017,43;9.920.017,43;99,66
;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";;40.000,00;154.000,00;146.440,94;146.440,94;146.440,94;100,00
;;;;"FABRICACAO DE PRE MOLDADOS DE CIMENTO";40.000,00;154.000,00;146.440,94;146.440,94;146.440,94;100,00
;;;"LIMPEZA E CONSERVACAO DE CANAIS E GALERIAS";;3.402.000,00;9.976.720,00;9.807.680,39;9.773.576,49;9.773.576,49;99,65
;;;;"LIMPEZA E CONSERVACAO DE CANAIS E GALERIAS";3.402.000,00;9.976.720,00;9.807.680,39;9.773.576,49;9.773.576,49;99,65
;;"MELHORIA DA MALHA VIARIA MUNICIPAL";;;2.101.500,00;230.000,00;228.210,19;228.210,19;228.210,19;100,00
;;;"CONSERVACAO DE VIAS URBANAS";;2.101.500,00;230.000,00;228.210,19;228.210,19;228.210,19;100,00
;;;;"CONSERVACAO DE VIAS URBANAS";2.101.500,00;230.000,00;228.210,19;228.210,19;228.210,19;100,00
;;"MELHORIA DO PAISAGISMO URBANO";;;123.100,00;0,00;0,00;0,00;0,00;0,00
;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";;123.100,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONSERVACAO DE PRACAS E AREAS DE LAZER";123.100,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DOS CEMITERIOS";;;36.600,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";;36.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E CONSERVACAO DOS CEMITERIOS";36.600,00;0,00;0,00;0,00;0,00;0,00
;;"OTIMIZACAO DAS FEIRAS E MERCADOS PUBLICOS";;;1.211.000,00;427.070,00;426.068,70;426.068,70;426.068,70;100,00
;;;"CONSTRUCAO REFORMA DE MERCADOS E ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";;1.211.000,00;427.070,00;426.068,70;426.068,70;426.068,70;100,00
;;;;"CONSTRUCAO REFORMA DE MERCADOS E ESTRUTURACAO FISICA DE FEIRAS PUBLICAS";1.211.000,00;427.070,00;426.068,70;426.068,70;426.068,70;100,00
;;"PROMOCAO DOS SERVICOS DE LIMPEZA URBANA";;;31.210.000,00;34.161.880,00;33.967.596,49;32.734.999,14;32.734.729,14;96,37
;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS";;210.000,00;769.210,00;758.754,50;758.754,50;758.754,50;100,00
;;;;"MANUTENCAO DE VEICULOS  MAQUINAS E EQUIPAMENTOS";210.000,00;769.210,00;758.754,50;758.754,50;758.754,50;100,00
;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";;2.650.000,00;5.900.000,00;5.731.558,39;4.498.961,04;4.498.691,04;78,49
;;;;"MANUTENCAO DO ATERRO SANITARIO NORTE";2.650.000,00;5.900.000,00;5.731.558,39;4.498.961,04;4.498.691,04;78,49
;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";;28.350.000,00;27.492.670,00;27.477.283,60;27.477.283,60;27.477.283,60;100,00
;;;;"MANUTENCAO DOS SERVICOS DE COLETA DE LIXO E LIMPEZA URBANA";28.350.000,00;27.492.670,00;27.477.283,60;27.477.283,60;27.477.283,60;100,00
;;"SERVICOS URBANOS SUSTENTAVEIS";;;1.881.100,00;8.345.280,00;7.765.240,06;7.762.585,56;7.762.585,56;99,97
;;;"APOIO AS ACOES DE SERVICOS URBANOS";;1.881.100,00;8.345.280,00;7.765.240,06;7.762.585,56;7.762.585,56;99,97
;;;;"APOIO AS ACOES DE SERVICOS URBANOS";1.881.100,00;8.345.280,00;7.765.240,06;7.762.585,56;7.762.585,56;99,97
